Insurer_name,Insure_type,Year_,Policy_type,No_of_policies,No_of_persons_covered,Gross_premium
Reliance General Insurance Co. Ltd.,Private,2018-19,Individual Other than Family Floater,33171,35610,228863259.01
Reliance General Insurance Co. Ltd.,Private,2019-20,Government Sponsored Schemes including RSBY,2,10746324,7412166286.00
Reliance General Insurance Co. Ltd.,Private,2019-20,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,4728,2302642,5189065271.18
Reliance General Insurance Co. Ltd.,Private,2019-20,Individual Family Floater  ,55639,172468,705076577.98
Reliance General Insurance Co. Ltd.,Private,2019-20,Individual Other than Family Floater,39501,42580,292997985.66
Reliance General Insurance Co. Ltd.,Private,2020-21,Government Sponsored Schemes including RSBY,1,2355348,2010249910.00
Reliance General Insurance Co. Ltd.,Private,2020-21,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,5308,2586312,5177761963.93
Reliance General Insurance Co. Ltd.,Private,2020-21,Individual Family Floater  ,74176,227223,970789784.46
Reliance General Insurance Co. Ltd.,Private,2020-21,Individual Other than Family Floater,72094,73247,460722969.37
Reliance General Insurance Co. Ltd.,Private,2021-22,Government Sponsored Schemes including RSBY,1,2094288,1559327434.17
Reliance General Insurance Co. Ltd.,Private,2021-22,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,3921,1917359,6417154771.63
Reliance General Insurance Co. Ltd.,Private,2021-22,Individual Family Floater  ,88331,278365,1247077599.19
Reliance General Insurance Co. Ltd.,Private,2021-22,Individual Other than Family Floater,86712,88553,560462939.91
Reliance Health Insurance Ltd.,Standalone,2018-19,Government Sponsored Schemes including RSBY & PMJAY,0,0,0.00
Reliance Health Insurance Ltd.,Standalone,2018-19,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,1,31,1122707.00
Reliance Health Insurance Ltd.,Standalone,2018-19,Individual Family Floater  ,1726,5245,27793066.00
Reliance Health Insurance Ltd.,Standalone,2018-19,Individual Other than Family Floater,1418,1418,11979157.00
Reliance Health Insurance Ltd.,Standalone,2019-20,Government Sponsored Schemes including RSBY,0,0,0.00
Reliance Health Insurance Ltd.,Standalone,2019-20,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,1,34,335635.00
Reliance Health Insurance Ltd.,Standalone,2019-20,Individual Family Floater  ,2892,8692,39042851.78
Reliance Health Insurance Ltd.,Standalone,2019-20,Individual Other than Family Floater,2687,2647,20473947.12
Reliance Health Insurance Ltd.,Standalone,2020-21,Government Sponsored Schemes including RSBY,0,0,0.00
Reliance Health Insurance Ltd.,Standalone,2020-21,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,1,37,0.00
Reliance Health Insurance Ltd.,Standalone,2020-21,Individual Family Floater  ,502,1663,-45691.59
Reliance Health Insurance Ltd.,Standalone,2020-21,Individual Other than Family Floater,459,500,-88875.26
Reliance Health Insurance Ltd.,Standalone,2021-22,Government Sponsored Schemes including RSBY,0,0,0.00
Reliance Health Insurance Ltd.,Standalone,2021-22,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,1,27,-158080.00
Reliance Health Insurance Ltd.,Standalone,2021-22,Individual Family Floater  ,101,310,0.00
Reliance Health Insurance Ltd.,Standalone,2021-22,Individual Other than Family Floater,82,82,0.00
Royal Sundaram General Insurance Co. Ltd.,Private,2013-14,Family/Floater Insurance excluding Individual Policies,66205,185900,430941000.00
Royal Sundaram General Insurance Co. Ltd.,Private,2013-14,Government Sponsored Schemes including RSBY,0,1260274,415372090.00
Royal Sundaram General Insurance Co. Ltd.,Private,2013-14,Group Insurance Schemes excluding Govt. Sponsered Schemes,478,356341,287728777.00
Royal Sundaram General Insurance Co. Ltd.,Private,2013-14,Individual Insurance excluding Family /Floater Policies,230174,364870,1001319000.00
Royal Sundaram General Insurance Co. Ltd.,Private,2014-15,Family/Floater Insurance excluding Individual Policies,68010,189908,463619323.60
Royal Sundaram General Insurance Co. Ltd.,Private,2014-15,Government Sponsored Schemes including RSBY,7,1757320,211732012.00
Royal Sundaram General Insurance Co. Ltd.,Private,2014-15,Group Insurance Schemes excluding Govt. Sponsored Schemes,516,702580,535567635.51
Royal Sundaram General Insurance Co. Ltd.,Private,2014-15,Individual Insurance excluding Family/ Floater Policies,123972,236107,832711798.18
Royal Sundaram General Insurance Co. Ltd.,Private,2015-16,Group Insurance Schemes excluding Govt. Sponsered Schemes,576,388000,670000000.00
Royal Sundaram General Insurance Co. Ltd.,Private,2015-16,Individual Family Floater  ,71419,184000,519900000.00
Royal Sundaram General Insurance Co. Ltd.,Private,2015-16,Individual Other than Family Floater,109832,230000,775700000.00
Royal Sundaram General Insurance Co. Ltd.,Private,2016-17,Group Insurance Schemes excluding Govt. Sponsered Schemes,628,477210,830773000.00
Royal Sundaram General Insurance Co. Ltd.,Private,2016-17,Individual Family Floater  ,77420,196730,578469000.00
Royal Sundaram General Insurance Co. Ltd.,Private,2016-17,Individual Other than Family Floater,110614,175060,763226000.00
Royal Sundaram General Insurance Co. Ltd.,Private,2017-18,Government Sponsored Schemes including RSBY,0,0,0.00
Royal Sundaram General Insurance Co. Ltd.,Private,2017-18,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,675,794819,1486272074.25
Royal Sundaram General Insurance Co. Ltd.,Private,2017-18,Individual Family Floater  ,89771,174901,760237430.30
Royal Sundaram General Insurance Co. Ltd.,Private,2017-18,Individual Other than Family Floater,61583,111528,584120546.02
Royal Sundaram General Insurance Co. Ltd.,Private,2018-19,Government Sponsored Schemes including RSBY & PMJAY,0,0,0.00
Royal Sundaram General Insurance Co. Ltd.,Private,2018-19,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,717,1039980,1964244311.41
Royal Sundaram General Insurance Co. Ltd.,Private,2018-19,Individual Family Floater  ,82282,218934,834069908.00
Royal Sundaram General Insurance Co. Ltd.,Private,2018-19,Individual Other than Family Floater,102451,146952,756309524.00
Royal Sundaram General Insurance Co. Ltd.,Private,2019-20,Government Sponsored Schemes including RSBY,0,0,0.00
Royal Sundaram General Insurance Co. Ltd.,Private,2019-20,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,697,1073669,2120972010.21
Royal Sundaram General Insurance Co. Ltd.,Private,2019-20,Individual Family Floater  ,80213,230256,934945303.45
Royal Sundaram General Insurance Co. Ltd.,Private,2019-20,Individual Other than Family Floater,94767,143249,890077226.62
Royal Sundaram General Insurance Co. Ltd.,Private,2020-21,Government Sponsored Schemes including RSBY,0,0,0.00
Royal Sundaram General Insurance Co. Ltd.,Private,2020-21,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,650,682590,1491617094.73
Royal Sundaram General Insurance Co. Ltd.,Private,2020-21,Individual Family Floater  ,63834,198421,865119462.79
Royal Sundaram General Insurance Co. Ltd.,Private,2020-21,Individual Other than Family Floater,138701,185651,1071913695.19
Royal Sundaram General Insurance Co. Ltd.,Private,2021-22,Government Sponsored Schemes including RSBY,0,0,0.00
Royal Sundaram General Insurance Co. Ltd.,Private,2021-22,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,779,830837,1824620451.57
Royal Sundaram General Insurance Co. Ltd.,Private,2021-22,Individual Family Floater  ,48642,154810,892805033.18
Royal Sundaram General Insurance Co. Ltd.,Private,2021-22,Individual Other than Family Floater,96237,122465,1060939619.19
SBI General Insurance Co. Ltd.,Private,2013-14,Family/Floater Insurance excluding Individual Policies,9603,24865,52353000.00
SBI General Insurance Co. Ltd.,Private,2013-14,Government Sponsored Schemes including RSBY,0,0,0.00
SBI General Insurance Co. Ltd.,Private,2013-14,Group Insurance Schemes excluding Govt. Sponsered Schemes,385,109193,71267108.00
SBI General Insurance Co. Ltd.,Private,2013-14,Individual Insurance excluding Family /Floater Policies,34343,12309,87992856.15
SBI General Insurance Co. Ltd.,Private,2014-15,Family/Floater Insurance excluding Individual Policies,1264,4057,9677398.96
SBI General Insurance Co. Ltd.,Private,2014-15,Group Insurance Schemes excluding Govt. Sponsored Schemes,908,636875,976845015.28
SBI General Insurance Co. Ltd.,Private,2014-15,Individual Insurance excluding Family/ Floater Policies,3851,3911,7444435.95
SBI General Insurance Co. Ltd.,Private,2015-16,Group Insurance Schemes excluding Govt. Sponsered Schemes,3860,2137000,2061100000.00
SBI General Insurance Co. Ltd.,Private,2015-16,Individual Family Floater  ,2649,16000,23800000.00
SBI General Insurance Co. Ltd.,Private,2015-16,Individual Other than Family Floater,20821,26000,70900000.00
SBI General Insurance Co. Ltd.,Private,2016-17,Group Insurance Schemes excluding Govt. Sponsered Schemes,1114,3893071,3150096618.51
SBI General Insurance Co. Ltd.,Private,2016-17,Individual Family Floater  ,15888,40309,92500824.68
SBI General Insurance Co. Ltd.,Private,2016-17,Individual Other than Family Floater,181874,189759,474396347.48
SBI General Insurance Co. Ltd.,Private,2017-18,Government Sponsored Schemes including RSBY,0,0,0.00
SBI General Insurance Co. Ltd.,Private,2017-18,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,1696,4698790,3735369862.58
SBI General Insurance Co. Ltd.,Private,2017-18,Individual Family Floater  ,19333,61858,185305660.27
SBI General Insurance Co. Ltd.,Private,2017-18,Individual Other than Family Floater,396371,427604,805712513.93
SBI General Insurance Co. Ltd.,Private,2018-19,Government Sponsored Schemes including RSBY & PMJAY,0,0,0.00
SBI General Insurance Co. Ltd.,Private,2018-19,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,1693,1867295,3376127866.45
SBI General Insurance Co. Ltd.,Private,2018-19,Individual Family Floater  ,48254,138120,463569766.84
SBI General Insurance Co. Ltd.,Private,2018-19,Individual Other than Family Floater,706496,742472,1294659974.08
SBI General Insurance Co. Ltd.,Private,2019-20,Government Sponsored Schemes including RSBY,0,0,0.00
SBI General Insurance Co. Ltd.,Private,2019-20,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,1934,1412162,4545254355.04
SBI General Insurance Co. Ltd.,Private,2019-20,Individual Family Floater  ,85036,256993,796131778.00
SBI General Insurance Co. Ltd.,Private,2019-20,Individual Other than Family Floater,477230,2369742,2083253510.00
SBI General Insurance Co. Ltd.,Private,2020-21,Government Sponsored Schemes including RSBY,0,0,0.00
SBI General Insurance Co. Ltd.,Private,2020-21,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,25315,2601407,9056786914.00
SBI General Insurance Co. Ltd.,Private,2020-21,Individual Family Floater  ,153988,471865,1390757201.00
SBI General Insurance Co. Ltd.,Private,2020-21,Individual Other than Family Floater,458312,1580878,2115782665.00
SBI General Insurance Co. Ltd.,Private,2021-22,Government Sponsored Schemes including RSBY,1,4412578,1656071031.00
SBI General Insurance Co. Ltd.,Private,2021-22,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,4367,2482948,12669242453.04
SBI General Insurance Co. Ltd.,Private,2021-22,Individual Family Floater  ,284286,876336,2626452294.26
SBI General Insurance Co. Ltd.,Private,2021-22,Individual Other than Family Floater,343544,371562,1694939600.46
Shriram General Insurance Co. Ltd.,Private,2013-14,Government Sponsored Schemes including RSBY,0,0,0.00
Shriram General Insurance Co. Ltd.,Private,2017-18,Government Sponsored Schemes including RSBY,0,0,0.00
Shriram General Insurance Co. Ltd.,Private,2017-18,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,0,0,0.00
Shriram General Insurance Co. Ltd.,Private,2017-18,Individual Family Floater  ,61,61,137045.00
Shriram General Insurance Co. Ltd.,Private,2017-18,Individual Other than Family Floater,0,0,0.00
Shriram General Insurance Co. Ltd.,Private,2018-19,Government Sponsored Schemes including RSBY & PMJAY,0,0,0.00
Shriram General Insurance Co. Ltd.,Private,2018-19,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,0,0,0.00
Shriram General Insurance Co. Ltd.,Private,2018-19,Individual Family Floater  ,0,0,0.00
Shriram General Insurance Co. Ltd.,Private,2018-19,Individual Other than Family Floater,564,564,1065631.00
Shriram General Insurance Co. Ltd.,Private,2019-20,Government Sponsored Schemes including RSBY,0,0,0.00
Shriram General Insurance Co. Ltd.,Private,2019-20,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,39,623,467742.00
Shriram General Insurance Co. Ltd.,Private,2019-20,Individual Family Floater  ,0,0,0.00
Shriram General Insurance Co. Ltd.,Private,2019-20,Individual Other than Family Floater,1279,2033,10070411.00
Shriram General Insurance Co. Ltd.,Private,2020-21,Government Sponsored Schemes including RSBY,0,0,0.00
Shriram General Insurance Co. Ltd.,Private,2020-21,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,17,196,76028.00
Shriram General Insurance Co. Ltd.,Private,2020-21,Individual Family Floater  ,0,0,0.00
Shriram General Insurance Co. Ltd.,Private,2020-21,Individual Other than Family Floater,32202,34749,47329923.00
Shriram General Insurance Co. Ltd.,Private,2021-22,Government Sponsored Schemes including RSBY,0,0,0.00
Shriram General Insurance Co. Ltd.,Private,2021-22,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,2,210,20804.00
Shriram General Insurance Co. Ltd.,Private,2021-22,Individual Other than Family Floater,42797,43802,89332331.00
Star Health & Allied  Insurance Co. Ltd.,Standalone,2013-14,Family/Floater Insurance excluding Individual Policies,803843,2713364,6264203802.46
Star Health & Allied  Insurance Co. Ltd.,Standalone,2013-14,Government Sponsored Schemes including RSBY,20,4476995,378781514.00
Star Health & Allied  Insurance Co. Ltd.,Standalone,2013-14,Group Insurance Schemes excluding Govt. Sponsered Schemes,5302,455064,864018486.00
Star Health & Allied  Insurance Co. Ltd.,Standalone,2013-14,Individual Insurance excluding Family /Floater Policies,522921,656603,3052291450.28
Star Health & Allied  Insurance Co. Ltd.,Standalone,2014-15,Family/Floater Insurance excluding Individual Policies,1048105,1697704,9117027000.00
Star Health & Allied  Insurance Co. Ltd.,Standalone,2014-15,Government Sponsored Schemes including RSBY,17,4426000,276156000.00
Star Health & Allied  Insurance Co. Ltd.,Standalone,2014-15,Group Insurance Schemes excluding Govt. Sponsored Schemes,5392,453870,999354000.00
Star Health & Allied  Insurance Co. Ltd.,Standalone,2014-15,Individual Insurance excluding Family/ Floater Policies,580575,674610,3870321000.00
Star Health & Allied  Insurance Co. Ltd.,Standalone,2015-16,Government Sponsored Schemes including RSBY,12,2917000,153400000.00
Star Health & Allied  Insurance Co. Ltd.,Standalone,2015-16,Group Insurance Schemes excluding Govt. Sponsered Schemes,5444,496000,1413100000.00
Star Health & Allied  Insurance Co. Ltd.,Standalone,2015-16,Individual Family Floater  ,1316551,4394000,13036400000.00
Star Health & Allied  Insurance Co. Ltd.,Standalone,2015-16,Individual Other than Family Floater,669551,740000,4836300000.00
Star Health & Allied  Insurance Co. Ltd.,Standalone,2016-17,Government Sponsored Schemes including RSBY,0,0,210000000.00
Star Health & Allied  Insurance Co. Ltd.,Standalone,2016-17,Group Insurance Schemes excluding Govt. Sponsered Schemes,6101,918195,3501610596.90
Star Health & Allied  Insurance Co. Ltd.,Standalone,2016-17,Individual Family Floater  ,162092,514406,16274342040.57
Star Health & Allied  Insurance Co. Ltd.,Standalone,2016-17,Individual Other than Family Floater,2411398,6218160,8566733782.29
Star Health & Allied  Insurance Co. Ltd.,Standalone,2017-18,Government Sponsored Schemes including RSBY,0,0,393106339.00
Star Health & Allied  Insurance Co. Ltd.,Standalone,2017-18,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,6007,1049787,3816320054.00
Star Health & Allied  Insurance Co. Ltd.,Standalone,2017-18,Individual Family Floater  ,2360706,6904149,24419501869.00
Star Health & Allied  Insurance Co. Ltd.,Standalone,2017-18,Individual Other than Family Floater,722845,1086344,11688029318.00
Star Health & Allied  Insurance Co. Ltd.,Standalone,2018-19,Government Sponsored Schemes including RSBY & PMJAY,0,0,0.00
Star Health & Allied  Insurance Co. Ltd.,Standalone,2018-19,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,7017,2032465,5948685790.43
Star Health & Allied  Insurance Co. Ltd.,Standalone,2018-19,Individual Family Floater  ,2555050,8326602,31550782586.50
Star Health & Allied  Insurance Co. Ltd.,Standalone,2018-19,Individual Other than Family Floater,1172298,1257971,15218712607.46
Star Health & Allied  Insurance Co. Ltd.,Standalone,2019-20,Government Sponsored Schemes including RSBY,1,268568,20107570.00
Star Health & Allied  Insurance Co. Ltd.,Standalone,2019-20,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,6621,2516791,8897164281.40
Star Health & Allied  Insurance Co. Ltd.,Standalone,2019-20,Individual Family Floater  ,3710298,10687007,53047989367.00
Star Health & Allied  Insurance Co. Ltd.,Standalone,2019-20,Individual Other than Family Floater,746043,788079,5224659523.40
Star Health & Allied  Insurance Co. Ltd.,Standalone,2020-21,Government Sponsored Schemes including RSBY,0,0,0.00
Star Health & Allied  Insurance Co. Ltd.,Standalone,2020-21,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,10895,3092666,9894568570.00
Star Health & Allied  Insurance Co. Ltd.,Standalone,2020-21,Individual Family Floater  ,5524248,14925188,75436323888.00
Star Health & Allied  Insurance Co. Ltd.,Standalone,2020-21,Individual Other than Family Floater,863618,904961,6854996014.00
Star Health & Allied  Insurance Co. Ltd.,Standalone,2021-22,Government Sponsored Schemes including RSBY,0,0,0.00
Star Health & Allied  Insurance Co. Ltd.,Standalone,2021-22,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,16686,3577202,11649356115.00
Star Health & Allied  Insurance Co. Ltd.,Standalone,2021-22,Individual Family Floater  ,6067669,16566290,93736401469.32
Star Health & Allied  Insurance Co. Ltd.,Standalone,2021-22,Individual Other than Family Floater,809610,848219,7557339042.07
Tata AIG General Insurance Co. Ltd.,Private,2013-14,Family/Floater Insurance excluding Individual Policies,46638,154832,297474116.64
Tata AIG General Insurance Co. Ltd.,Private,2013-14,Government Sponsored Schemes including RSBY,15,1905392,479197582.13
Tata AIG General Insurance Co. Ltd.,Private,2013-14,Group Insurance Schemes excluding Govt. Sponsered Schemes,3970,92894,123066543.86
Tata AIG General Insurance Co. Ltd.,Private,2013-14,Individual Insurance excluding Family /Floater Policies,61582,74747,231011756.85
Tata AIG General Insurance Co. Ltd.,Private,2014-15,Family/Floater Insurance excluding Individual Policies,143850,214390,406393000.00
Tata AIG General Insurance Co. Ltd.,Private,2014-15,Government Sponsored Schemes including RSBY,38,1526000,340100000.00
Tata AIG General Insurance Co. Ltd.,Private,2014-15,Group Insurance Schemes excluding Govt. Sponsored Schemes,573,331000,192902453.50
Tata AIG General Insurance Co. Ltd.,Private,2014-15,Individual Insurance excluding Family/ Floater Policies,141177,88900,237100000.00
Tata AIG General Insurance Co. Ltd.,Private,2015-16,Government Sponsored Schemes including RSBY,10,1526000,356700000.00
Tata AIG General Insurance Co. Ltd.,Private,2015-16,Group Insurance Schemes excluding Govt. Sponsered Schemes,1574,423000,354300000.00
Tata AIG General Insurance Co. Ltd.,Private,2015-16,Individual Family Floater  ,102745,224000,409200000.00
Tata AIG General Insurance Co. Ltd.,Private,2015-16,Individual Other than Family Floater,38762,56000,482800000.00
Tata AIG General Insurance Co. Ltd.,Private,2016-17,Government Sponsored Schemes including RSBY,5,364007,17593623.00
Tata AIG General Insurance Co. Ltd.,Private,2016-17,Group Insurance Schemes excluding Govt. Sponsered Schemes,2330,294923,353620336.65
Tata AIG General Insurance Co. Ltd.,Private,2016-17,Individual Family Floater  ,46311,141250,452506406.35
Tata AIG General Insurance Co. Ltd.,Private,2016-17,Individual Other than Family Floater,112144,141341,1062026787.89
Tata AIG General Insurance Co. Ltd.,Private,2017-18,Government Sponsored Schemes including RSBY,0,0,0.00
Tata AIG General Insurance Co. Ltd.,Private,2017-18,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,45324,527227,3085738310.20
Tata AIG General Insurance Co. Ltd.,Private,2017-18,Individual Family Floater  ,50815,157609,506907675.76
Tata AIG General Insurance Co. Ltd.,Private,2017-18,Individual Other than Family Floater,114171,140007,735018686.79
Tata AIG General Insurance Co. Ltd.,Private,2018-19,Government Sponsored Schemes including RSBY & PMJAY,0,0,0.00
Tata AIG General Insurance Co. Ltd.,Private,2018-19,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,34949,1911914,6537815140.26
Tata AIG General Insurance Co. Ltd.,Private,2018-19,Individual Family Floater  ,62426,192476,734650068.90
Tata AIG General Insurance Co. Ltd.,Private,2018-19,Individual Other than Family Floater,123208,143702,765153726.55
Tata AIG General Insurance Co. Ltd.,Private,2019-20,Government Sponsored Schemes including RSBY,0,0,0.00
Tata AIG General Insurance Co. Ltd.,Private,2019-20,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,11446,3019955,6595595122.90
Tata AIG General Insurance Co. Ltd.,Private,2019-20,Individual Family Floater  ,63555,184752,949202185.42
Tata AIG General Insurance Co. Ltd.,Private,2019-20,Individual Other than Family Floater,93793,104667,809392642.26
Tata AIG General Insurance Co. Ltd.,Private,2020-21,Government Sponsored Schemes including RSBY,0,0,0.00
Tata AIG General Insurance Co. Ltd.,Private,2020-21,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,3518,3675979,7545279620.05
Tata AIG General Insurance Co. Ltd.,Private,2020-21,Individual Family Floater  ,107131,333647,1926593278.52
Tata AIG General Insurance Co. Ltd.,Private,2020-21,Individual Other than Family Floater,155588,184578,1229723947.82
Tata AIG General Insurance Co. Ltd.,Private,2021-22,Government Sponsored Schemes including RSBY,0,0,0.00
Tata AIG General Insurance Co. Ltd.,Private,2021-22,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,4621,3735123,9435238946.05
Tata AIG General Insurance Co. Ltd.,Private,2021-22,Individual Family Floater  ,173986,536587,3459573524.27
Tata AIG General Insurance Co. Ltd.,Private,2021-22,Individual Other than Family Floater,146365,159552,1428756211.67
The New India Assurance Co. Ltd.,Public,2013-14,Family/Floater Insurance excluding Individual Policies,95981,336017,925745665.00
The New India Assurance Co. Ltd.,Public,2013-14,Government Sponsored Schemes including RSBY,26,6786070,1038538903.00
The New India Assurance Co. Ltd.,Public,2013-14,Group Insurance Schemes excluding Govt. Sponsered Schemes,5665,6426858,17247189440.00
The New India Assurance Co. Ltd.,Public,2013-14,Individual Insurance excluding Family /Floater Policies,1491673,4907761,13802953788.00
The New India Assurance Co. Ltd.,Public,2014-15,Family/Floater Insurance excluding Individual Policies,628937,2044849,5796172872.00
The New India Assurance Co. Ltd.,Public,2014-15,Government Sponsored Schemes including RSBY,82,23222991,4389305740.00
The New India Assurance Co. Ltd.,Public,2014-15,Group Insurance Schemes excluding Govt. Sponsored Schemes,11964,9404906,18809881261.00
The New India Assurance Co. Ltd.,Public,2014-15,Individual Insurance excluding Family/ Floater Policies,989626,2321430,10302531340.00
The New India Assurance Co. Ltd.,Public,2015-16,Government Sponsored Schemes including RSBY,106,62039000,6720000000.00
The New India Assurance Co. Ltd.,Public,2015-16,Group Insurance Schemes excluding Govt. Sponsered Schemes,14726,10508000,24539100000.00
The New India Assurance Co. Ltd.,Public,2015-16,Individual Family Floater  ,480488,1613000,4258400000.00
The New India Assurance Co. Ltd.,Public,2015-16,Individual Other than Family Floater,1210877,2965000,12835800000.00
The New India Assurance Co. Ltd.,Public,2016-17,Government Sponsored Schemes including RSBY,148,80098964,8865539795.00
The New India Assurance Co. Ltd.,Public,2016-17,Group Insurance Schemes excluding Govt. Sponsered Schemes,17688,10735525,32517340909.00
The New India Assurance Co. Ltd.,Public,2016-17,Individual Family Floater  ,1314597,4298509,15343249257.00
The New India Assurance Co. Ltd.,Public,2016-17,Individual Other than Family Floater,452869,452869,2739239111.00
The New India Assurance Co. Ltd.,Public,2017-18,Government Sponsored Schemes including RSBY,161,64650307,12093023506.00
The New India Assurance Co. Ltd.,Public,2017-18,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,37122,10992153,37412275084.00
The New India Assurance Co. Ltd.,Public,2017-18,Individual Family Floater  ,781566,2602370,8287401470.00
The New India Assurance Co. Ltd.,Public,2017-18,Individual Other than Family Floater,928701,1867379,12166171149.00
The New India Assurance Co. Ltd.,Public,2018-19,Government Sponsored Schemes including RSBY & PMJAY,97,69670131,12675418203.00
The New India Assurance Co. Ltd.,Public,2018-19,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,64239,13696176,47463735812.00
The New India Assurance Co. Ltd.,Public,2018-19,Individual Family Floater  ,805414,2655120,10069812012.00
The New India Assurance Co. Ltd.,Public,2018-19,Individual Other than Family Floater,813756,1539154,12202990362.00
The New India Assurance Co. Ltd.,Public,2019-20,Government Sponsored Schemes including RSBY,98,70021219,6518407171.00
The New India Assurance Co. Ltd.,Public,2019-20,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,74829,15845188,64754335998.00
The New India Assurance Co. Ltd.,Public,2019-20,Individual Family Floater  ,815973,2669276,10651347418.00
The New India Assurance Co. Ltd.,Public,2019-20,Individual Other than Family Floater,774537,1361457,11893703856.00
The New India Assurance Co. Ltd.,Public,2020-21,Government Sponsored Schemes including RSBY,45,102396347,4529634401.00
The New India Assurance Co. Ltd.,Public,2020-21,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,59988,19011186,78420355479.00
The New India Assurance Co. Ltd.,Public,2020-21,Individual Family Floater  ,846010,2756464,11875523657.00
The New India Assurance Co. Ltd.,Public,2020-21,Individual Other than Family Floater,1007619,1668887,12980019735.00
The New India Assurance Co. Ltd.,Public,2021-22,Government Sponsored Schemes including RSBY,4,59700000,12994390736.00
The New India Assurance Co. Ltd.,Public,2021-22,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,54405,28743025,105880748061.00
The New India Assurance Co. Ltd.,Public,2021-22,Individual Family Floater  ,854787,2768860,12790151926.00
The New India Assurance Co. Ltd.,Public,2021-22,Individual Other than Family Floater,822622,1341048,12609231759.00
The Oriental Insurance Co. Ltd.,Public,2013-14,Family/Floater Insurance excluding Individual Policies,576597,1614471,4518177000.00
The Oriental Insurance Co. Ltd.,Public,2013-14,Government Sponsored Schemes including RSBY,58,1579000,1722588000.00
The Oriental Insurance Co. Ltd.,Public,2013-14,Group Insurance Schemes excluding Govt. Sponsered Schemes,4457,4357847,9018734000.00
The Oriental Insurance Co. Ltd.,Public,2013-14,Individual Insurance excluding Family /Floater Policies,626030,1095552,3500401000.00
The Oriental Insurance Co. Ltd.,Public,2014-15,Family/Floater Insurance excluding Individual Policies,687945,1934746,5559384000.00
The Oriental Insurance Co. Ltd.,Public,2014-15,Government Sponsored Schemes including RSBY,35,15442444,528936000.00
The Oriental Insurance Co. Ltd.,Public,2014-15,Group Insurance Schemes excluding Govt. Sponsored Schemes,166131,4854196,11337800000.00
The Oriental Insurance Co. Ltd.,Public,2014-15,Individual Insurance excluding Family/ Floater Policies,487493,824571,3031209000.00
The Oriental Insurance Co. Ltd.,Public,2015-16,Government Sponsored Schemes including RSBY,8,2469000,143500000.00
The Oriental Insurance Co. Ltd.,Public,2015-16,Group Insurance Schemes excluding Govt. Sponsered Schemes,223061,5410000,16047100000.00
The Oriental Insurance Co. Ltd.,Public,2015-16,Individual Family Floater  ,756652,2046000,6522100000.00
The Oriental Insurance Co. Ltd.,Public,2015-16,Individual Other than Family Floater,449703,910000,3367100000.00
The Oriental Insurance Co. Ltd.,Public,2016-17,Government Sponsored Schemes including RSBY,6,2171551,480773000.00
The Oriental Insurance Co. Ltd.,Public,2016-17,Group Insurance Schemes excluding Govt. Sponsered Schemes,260421,13740617,20268798461.00
The Oriental Insurance Co. Ltd.,Public,2016-17,Individual Family Floater  ,711719,2014277,8702067904.00
The Oriental Insurance Co. Ltd.,Public,2016-17,Individual Other than Family Floater,406627,675232,3682429441.00
The Oriental Insurance Co. Ltd.,Public,2017-18,Government Sponsored Schemes including RSBY,11,4831824,298195892.00
